SMILES,INCHIKEY,dHm
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC(=CC(=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,DPFGGYIWNDCEJM-UHFFFAOYSA-N,62.1
NC1=C(C=CC=C1)N(=O)=O,DPJCXCZTLWNFOH-UHFFFAOYSA-N,15.80515
CC1=CC=C(S1)C=CC1=CC=C(S1)C=NC1=CC(=CC=C1)N=CC1=CC=C(S1)C=CC1=CC=C(C)S1,DPNIHWGJWJFOPT-UHFFFAOYSA-N,46.1
CCCCCCCCC=CCCCCCCCCCCCC(=O)O,DPUOLQHDNGRHBS-UHFFFAOYSA-N,54.0
C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,DQCKKXVULJGBQN-UHFFFAOYSA-N,15.22
CCCCO[C@H]1CC[C@@H](CC1)C(=O)OC1=C(C#N)C(C#N)=C(OCCCC)C=C1,DQFKLXCTAIGYLI-IYARVYRRSA-N,29.3076
CCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC(=CC=C1)N=CC1=CC=C(OC(=O)C2=CC=C(OCCCCCCCC)C=C2)C=C1O,DQIMSXRJJYQQIR-UHFFFAOYSA-N,55.4904
[H]c1nnc2sc3c([H])c([H])c([H])c(c3n12)C([H])([H])[H],DQJCHOQLCLEDLL-UHFFFAOYSA-N,24.07
CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,DQKWXTIYGWPGOO-UHFFFAOYSA-N,26.49
CC1=NC2=C(O1)C=CC=C2,DQSHFKPKFISSNM-UHFFFAOYSA-N,11.5
COC1=CC=C2NC=C(CCNC(C)=O)C2=C1,DRLFMBDRBRZALE-UHFFFAOYSA-N,24.6219
CC1=CC(N=CC2=CC=C(S2)C=CC2=CC=CO2)=C(C)C=C1N=CC1=CC=C(S1)C=CC1=CC=CO1,DRODFMPGWOCOJG-UHFFFAOYSA-N,47.9
CCCOC1=CC(C#CC2=CC3=C(C=C2)C(=O)C2=C3C=C(C=C2)C#CC2=CC(OCCC)=C(C=C2OCCC)C#CC2=CC=CC=C2)=C(OCCC)C=C1C#CC1=CC=CC=C1,DSEHYZSOMVBPFW-UHFFFAOYSA-N,36.5
[H]OC([H])([H])C(C([H])([H])O[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],DSKYSDCYIODJPC-UHFFFAOYSA-N,20.8
[H]N(C(=O)N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(OC([H])([H])[H])c(Cl)c1[H],DSRNRYQBBJQVCW-UHFFFAOYSA-N,27.48
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,DSSYKIVIOFKYAU-OIBJUYFYSA-N,6.8456600000000005
CC1(C)C2CCC1(C)C(=O)C2,DSSYKIVIOFKYAU-UHFFFAOYSA-N,5.84058
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,DSSYKIVIOFKYAU-XCBNKYQSSA-N,6.44767
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,DTAPQAJKAFRNJB-UHFFFAOYSA-N,23.04
O=C(NCCCCCCNC(=O)N1CCOC1=O)N1CCOC1=O,DTBPZATYFCSRDN-UHFFFAOYSA-N,8.9
[H]OC1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H],DTGKSKDOIYIVQL-UHFFFAOYSA-N,7.35
CCCC(CC)(C1=CC=C(C=C1)C(C)(C)C)C(CC)(CCC)C2=CC=C(C=C2)C(C)(C)C,DTOQQIZHGNEYCR-UHFFFAOYSA-N,82.0
CC(C)(C)C1=CSC(=N1)C(C)(C)C,DTTMRKNPMIUICE-UHFFFAOYSA-N,10.5
[H]N([H])c1nnc(Cl)c([H])c1[H],DTXVKPOKPFWSFF-UHFFFAOYSA-N,36.3
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,DUEPRVBVGDRKAG-UHFFFAOYSA-N,30.33
[H]OC([H])([H])C([H])([H])C([H])([H])n1c(c([H])nc1C([H])([H])[H])[N+]([O-])=O,DUOHVNSMLSPTMI-UHFFFAOYSA-N,25.65
[H]OC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],DUXCSEISVMREAX-UHFFFAOYSA-N,9.54
CCCC1=CC=C(C=C1)N=CC1=CC=C(S1)C=CC1=CC=CO1,DUZZBABUWYMQLZ-UHFFFAOYSA-N,31.3
[H]N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],DVOVBGJJSFSOPZ-UHFFFAOYSA-N,22.65
CCCCCCCCOC1=CC=C(C=CC2=CC=C(C=C2)C(=O)OC2=CC(OC(=O)C3=CC=C(C=CC4=CC(OC)=C(OCCCCCCCC)C=C4)C=C3)=CC=C2CCCCCC)C=C1OC,DVSSDZWUGJCUOD-UHFFFAOYSA-N,48.0085
[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N(C([H])([H])[H])C([H])([H])[H],DVVXXHVHGGWWPE-UHFFFAOYSA-N,14.1
CCCCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=CC(OC(=O)C2=CC=C(OC(=O)C3=C(F)C=C(OCCCCCCCC)C=C3)C=C2)=C1,DVWRMXCNTHSNFR-UHFFFAOYSA-N,48.7
CCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCC,DVXXGJIEZNWCNE-UHFFFAOYSA-N,120.3
COC1=CC=C(C=NC2=CC=C(C=C2)C(=O)OC2=CC(Cl)=CC=C2)C=C1,DVYJRYZYUKGGOW-UHFFFAOYSA-N,43.0
O(CC)C(OCC)(c1ccccc1)c2ccccc2,DVYLYYOKYXHQPB-UHFFFAOYSA-N,24.117
[H]C([H])([H])C([N+]([O-])=O)(C([H])([H])[H])C([N+]([O-])=O)(C([H])([H])[H])C([H])([H])[H],DWCLXOREGBLXTD-UHFFFAOYSA-N,8.8
[H]OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])[H],DWCSTCCKNZMDHA-UHFFFAOYSA-N,58.3
CCCCCCOC1=C(C#N)C(C#N)=C(OC(=O)C2=CC=C(C=C2)[C@H]2CC[C@H](CCCCC)CC2)C=C1,DWIUDBRUFGIJAH-SOAUALDESA-N,36.8438
O=C(OC1=CC2=C(C=CC=C2)C=C1)C1=CC=CC=C1,DWJIJRSTYFPKGD-UHFFFAOYSA-N,26.23
COC1=CC=C(C=C1)C=C1/CCC(C1=O)=C/C1=CC=C(OC)C=C1,DWPJEPVQLUJRMB-UHFFFAOYSA-N,40.0
C1=CC=C(C=C1)C2=NC3=CC=CC=C3N2,DWYHDSLIWMUSOO-UHFFFAOYSA-N,22.18
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,21.817
CC1=CC=C(NC(=S)NC2=CC=CC(Cl)=C2)N=C1,DXCXDHFMDQNPPD-UHFFFAOYSA-N,24.0
COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N,21.77
C(CCCCCC(=O)O)CCCCCC(=O)O,DXNCZXXFRKPEPY-UHFFFAOYSA-N,48.767
C1COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO1,DXYLHWDZAHNMMF-UHFFFAOYSA-N,70.7056
CC(C)C(C(C)(C)C)(C(C)(C)C)O,DXYPGMZJNUIZMU-UHFFFAOYSA-N,2.09
CC1=NC2=CC=CC=C2S1,DXYYSGDWQCSKKO-UHFFFAOYSA-N,13.1
CCCCCCCCC1=CN=C(N=C1)C1=CC=C(OCCCCCCOC2=C(OCCCCCCOC3=CC=C(C=C3)C3=NC=C(CCCCCCCC)C=N3)C=CC=C2)C=C1,DYAKGLXMRYXLNF-UHFFFAOYSA-N,57.7
OC(=O)C1=CC=C(OCC=C)C=C1,DYDWKSVZHZNBLO-UHFFFAOYSA-N,25.92
CCCCCCOC1=CC=C(NN=C(C(C)=O)C(=O)NC2=CC(NC(=O)C(C(C)=O)=N/NC3=CC=C(OCCCCCC)C=C3)=CC(NC(=O)C(C(C)=O)=N/NC3=CC=C(OCCCCCC)C=C3)=C2)C=C1,DYGNQJRWUVNRRJ-UHFFFAOYSA-N,44.5
[H]N([H])c1c([H])c([H])c(Br)c([H])c1Br,DYSRXWYRUJCNFI-UHFFFAOYSA-N,21.37
[H]c1c([H])c(c(c(c1[H])C([H])([H])[H])[N+]([O-])=O)[N+]([O-])=O,DYSXLQBUUOPLBB-UHFFFAOYSA-N,17.57
CCCCCCCCCCCCCC(=O)NCC(=O)O,DYUGTPXLDJQBRB-UHFFFAOYSA-N,47.4
[H]c1c([H])c(c([H])c([H])c1I)C(=O)OC([H])([H])[H],DYUWQWMXZHDZOR-UHFFFAOYSA-N,29.7
O=N(=O)C1=CC=C(C=C1)N1N=NC2=C1C(=CC(=C2)N(=O)=O)N(=O)=O,DZBIIZODCMSUEK-UHFFFAOYSA-N,27.6
C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,DZBUGLKDJFMEHC-UHFFFAOYSA-N,20.19
C#CCCCCCCCCCCCCCCCC(=O)O,DZIILFGADWDKMF-UHFFFAOYSA-N,54.2
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,DZKXJUASMGQEMA-UHFFFAOYSA-N,89.4
OCCOCN1C=NC2=C1N=C1NC=CN1C2=O,DZPWEUBONKZVQT-UHFFFAOYSA-N,43.33000000000001
CCCCCCOC1=CC=C(C=C1OCCCCCC)C=C1/NC(=O)C(NC1=O)=CC1=CC=C(OCCCCCC)C(OCCCCCC)=C1,DZSBCCJPKVBCFS-UHFFFAOYSA-N,43.9
[H]N([H])c1nc2c([H])c([H])c(c([H])c2s1)C([H])([H])[H],DZWTXWPRWRLHIL-UHFFFAOYSA-N,20.04
[H]OC(=O)C1([H])N(C(=O)C([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H],FAKRSMQSSFJEIM-UHFFFAOYSA-N,23.53
CCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=NC2=CC(=CC=C2)C(=O)OC2=CC=C(C=C2)N=NC2=CC=C(CCCCCC)C=C2)C=C1,FALDIOPYEXHJCL-UHFFFAOYSA-N,25.9017
[H][C@@](C)(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,FALTVGCCGMDSNZ-LBPRGKRZSA-N,22.9855
CC(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,FALTVGCCGMDSNZ-UHFFFAOYSA-N,65.7327
CCCCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(OC(=O)C2=CC(=CC=C2)C(=O)OC2=CC=C(OC(=O)C3=CC=C(OCCCCCCCCCCCC)C=C3)C=C2)C=C1,FAOOZHNJZCYLGZ-UHFFFAOYSA-N,56.7
[H]Oc1c([H])c([H])c(Br)c([H])c1Br,FAXWFCTVSHEODL-UHFFFAOYSA-N,14.807
CCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(C(COCCC)=C1)C1=CC=C(OCCCCCCCCCC)C=C1,FBBNOZNHQHQUBD-UHFFFAOYSA-N,60.1
CCCCCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCCCC,FBFGIPIHQQUDQF-UHFFFAOYSA-N,133.0
[H][C@@]12C[C@H]3OC(C)=N[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,FBHSPRKOSMHSIF-GRMWVWQJSA-N,44.0199
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N,FBMQNRKSAWNXBT-UHFFFAOYSA-N,24.2
[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H],FBPFZTCFMRRESA-UHFFFAOYSA-N,64.8
CCCCC[C@@H](C)OC(=O)C1=CC=C(COC2=CC=C(C=C2)C2=CC=C(OCCOCCOCCCC)C=C2)C=C1,FBPMRWBATWFHOK-MUUNZHRXSA-N,25.1882
[H]c1c([H])c2nc3SC(=O)Sc3nc2c([H])c1C([H])([H])[H],FBQQHUGEACOBDN-UHFFFAOYSA-N,29.92
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],FBUKVWPVBMHYJY-UHFFFAOYSA-N,20.065
[H]c1sc2c([H])c([H])c([H])c([H])c2c1[H],FCEHBMOGCRZNNI-UHFFFAOYSA-N,11.83
CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC,FDCJDKXCCYFOCV-UHFFFAOYSA-N,113.215
NC1=CC=C(C=C1)S(N)(=O)=O,FDDDEECHVMSUSB-UHFFFAOYSA-N,22.519766666666666
[H]OC(=O)c1c([H])c([H])c(OC([H])([H])[H])c(N([H])[H])c1[H],FDGAEAYZQQCBRN-UHFFFAOYSA-N,25.34
[H]OC(=O)C1(C(=O)O[H])C([H])([H])C1([H])[H],FDKLLWKMYAMLIF-UHFFFAOYSA-N,17.4
CC(C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)COCCN1C(=O)C2=CC=CC=C2C1=O,FDNPKSCZFOAEDF-UHFFFAOYSA-N,54.53
[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],FDPIMTJIUBPUKL-UHFFFAOYSA-N,11.59
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N,24.9114
C1=CC=C2C(=C1)C=C(C(=N2)C3C(=O)C4=CC=CC=C4C3=O)O,FDTLQXNAPKJJAM-UHFFFAOYSA-N,30.89
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC=C1,FEFFZKPQSVTBAY-UHFFFAOYSA-N,39.0
[H]C(=C([H])C1=C(OC)C=CC=C1)C(O)=O,FEGVSPGUHMGGBO-UHFFFAOYSA-N,32.38
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N,45.05
[H]N(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C#N,FENJKTQEFUPECW-UHFFFAOYSA-N,19.4
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[H],FERIUCNNQQJTOY-UHFFFAOYSA-N,10.07
CC(C)(C)C12OCC(C)(CO1)CO2,FERPWRCKPSGPCX-UHFFFAOYSA-N,16.4
CC(C)(C)C1=CC=C(OC2=CC3=C4C(=CC=C5C6=C(OC7=CC=C(C=C7)C(C)(C)C)C=C7C(=O)N(C8CCCCC8)C(=O)C8=C7C6=C(C=C8)C2=C45)C(=O)N(C2CCCCC2)C3=O)C=C1,FEVZMCCGINHQMV-UHFFFAOYSA-N,1.7021099999999998
CCCSC1=CC=C(C=C1)C#CC1=CC(F)=C(N=C=S)C(F)=C1,FEWSUVGSSPLMCK-UHFFFAOYSA-N,32.364000000000004
[H]N([H])c1c([H])c([H])c([H])c(I)c1[H],FFCSRWGYGMRBGD-UHFFFAOYSA-N,14.25
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,FFGPTBGBLSHEPO-UHFFFAOYSA-N,24.806300000000004
ClC1=CC=C(C(=O)CN2C=CC=N2)C(Cl)=C1,FFLUKCKRTOIXAW-UHFFFAOYSA-N,34.413000000000004
[H]N1C(=O)C([H])=Nc2c([H])c([H])c([H])c([H])c12,FFRYUAVNPBUEIC-UHFFFAOYSA-N,32.5
O=C(C1=CC=CC=C1)C12CC(C1)(C2)C12CC(C1)(C2)C(=O)C1=CC=CC=C1,FFWOVRBAVGYDAX-UHFFFAOYSA-N,29.3076
CN(C)C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,FFXYYGZTOUQTBO-UHFFFAOYSA-N,22.38
[H]C([H])=C(C#N)C(=O)OC([H])([H])C([H])([H])[H],FGBJXOREULPLGL-UHFFFAOYSA-N,12.86
C1C2C(C(=O)O1)N(C(=O)N2CC3=CC=CC=C3)CC4=CC=CC=C4,FGFSEMWCZBVRHG-UHFFFAOYSA-N,30.29
[H]c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])[H],FGYADSCZTQOAFK-UHFFFAOYSA-N,13.7
[H]c1c([H])c(Cl)sc1Cl,FGYBDASKYMSNCX-UHFFFAOYSA-N,11.935
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],FHADSMKORVFYOS-UHFFFAOYSA-N,1.943
[H]C([H])(Br)C([H])(Br)C([H])([H])Br,FHCLGDLYRUPKAM-UHFFFAOYSA-N,23.78
CCCCCC1CCC(CCCOC2=CC=C(OC)C=C2)CC1,FHFAXRHKNRBGCB-UHFFFAOYSA-N,32.7
[H][C@@]1(CC[C@@H](CC1)C1=CC(F)=C(F)C=C1)[C@@]1([H])OC[C@H](CCCCCCCC)[C@@H](C)O1,FHLDMZKOYZGPJT-VACCCNCPSA-N,27.8
BrC1=C2OCCOC2=C(Br)S1,FHMRWRBNAIDRAP-UHFFFAOYSA-N,20.0966
CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCC(O)=O)C(OCCCC(O)=O)=C1)C1=C2C=C(OCCCCCC)C(OCCCCCC)=C1,FHRGZDIVZMMRME-UHFFFAOYSA-N,55.8
CCCCCCC[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C(=O)OC1=C(C#N)C(C#N)=C(OCCCCCC)C=C1,FIARPPWXPKAKSK-MCZWQBSQSA-N,39.7746
CCCCCCCCCCCCCCCCCCCCCCC,FIGVVZUWCLSUEI-UHFFFAOYSA-N,52.456
O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,FIQMHBFVRAXMOP-UHFFFAOYSA-N,24.22
[H]C([H])([H])C([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],FITVQUMLGWRKKG-UHFFFAOYSA-N,9.87
COC1=CC=C(CCC(O)=O)C=C1,FIUFLISGGHNPSM-UHFFFAOYSA-N,29.57
[H]c1nc([H])c(c([H])c1[H])C(=O)N(C([H])([H])[H])C([H])([H])[H],FJEVKYZLIRAAKE-UHFFFAOYSA-N,19.4
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],FJJYHTVHBVXEEQ-UHFFFAOYSA-N,2.52
[H]OC(=O)c1c([H])c([H])c(O[H])c([H])c1[H],FJKROLUGYXJWQN-UHFFFAOYSA-N,31.325
[H]N(C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H],FJMAXCRRCJSCIE-UHFFFAOYSA-N,23.64
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H],FJXWKBZRTWEWBJ-UHFFFAOYSA-N,55.0
C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Cl)Cl,FKDIWXZNKAZCBY-UHFFFAOYSA-N,26.25
CCCCC1=CC=C(C=C1)C#CC2=CC=C(C=C2)F,FKEAQCNTPIQHMW-UHFFFAOYSA-N,18.5
CCCCCCCCCN1C=CN=C1C,FKGMPZBNFPJVCH-UHFFFAOYSA-N,16.32
[H]c1c([H])c([H])c2nc(c(nc2c1[H])C([H])([H])[H])C([H])([H])[H],FKHNZQFCDGOQGV-UHFFFAOYSA-N,22.35
CCCCCCCCCCCCOCCOCCOCCO,FKMHSNTVILORFA-UHFFFAOYSA-N,46.75
C=CCCCCOC1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)N(=O)=O,FKPUXVWVMFAXDN-UHFFFAOYSA-N,30.1
[H]C([H])([H])N([N+]([O-])=O)C([H])([H])N([N+]([O-])=O)C([H])([H])C([H])([H])C([H])([H])[H],FKQUFNCEQLIYOT-UHFFFAOYSA-N,21.1
[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],FKRCODPIKNYEAC-UHFFFAOYSA-N,12.29
O=C1CCCCCCCCCCCCCCO1,FKUPPRZPSYCDRS-UHFFFAOYSA-N,6.98
COC1=CC(C=CC2=C(F)C(F)=C(C=CC3=CC(OC)=CC=C3OC)C(F)=C2F)=C(OC)C=C1,FKZIOHWMZCDGSI-UHFFFAOYSA-N,42.4
CCOC(=O)CC1=C(SC(=C1C#N)N)C(=O)OCC,FLAGIUJSXKJCOB-UHFFFAOYSA-N,40.88
[H]C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(F)(F)F,FLAUPKROWSGZNB-UHFFFAOYSA-N,5.88
[H]C12C(=O)OC(=O)C1([H])C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,FLBJFXNAEMSXGL-UHFFFAOYSA-N,2.67
CC1=C2C=CC=CC2=NC2=CC=CC=C12,FLDRLXJNISEWNZ-UHFFFAOYSA-N,16.5
[H]N1C(=S)Oc2c([H])c([H])c([H])c([H])c12,FLFWJIBUZQARMD-UHFFFAOYSA-N,23.8
CC1=CC=C(C=C1)N2CCN3C2=NNC(=O)C3=O,FLHCWVXDKYDBLD-UHFFFAOYSA-N,28.28
CCCCCCCCCCCCCCCC(=O)OC,FLIACVVOZYBSBS-UHFFFAOYSA-N,58.06100000000001
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)[C@H](C)CCCC(C)C,FLJNLNCQTVKZHO-RFWRZFGQSA-N,36.4
CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,17.99
CCOC(=O)C1=CC=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,FLLPORQNIRXLDP-UHFFFAOYSA-N,50.20000000000001
CC(C)(C)C1=CC(=C(C=C1OC)C(C)(C)C)O,FLLRQABPKFCXSO-UHFFFAOYSA-N,26.9
CCCCC1=CC=C(C=C1)N=CC1=CC=C(S1)C=CC1=CC=C(S1)C=NC1=CC=C(CCCC)C=C1,FLUUNENIKYQVQX-UHFFFAOYSA-N,42.5
[H]N(C(=S)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],FLVIGYVXZHLUHP-UHFFFAOYSA-N,17.14
[H][C@@]12CC[C@@](OC(=O)CCCC3=CC=CC=C3)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],FLVKLGLQRKREOV-VZYCQNNUSA-N,34.0
C[C@H](N)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,FMBMNSFOFOAIMZ-LBPRGKRZSA-N,23.9812
[H][C@](C)(N(C)C)[C@@]([H])(O)C1=CC=CC=C1,FMCGSUUBYTWNDP-MWLCHTKSSA-N,28.572575
[H][C@@](C)(N(C)C)[C@]([H])(O)C1=CC=CC=C1,FMCGSUUBYTWNDP-ONGXEEELSA-N,30.5804
CC(C(C1=CC=CC=C1)O)N(C)C,FMCGSUUBYTWNDP-UHFFFAOYSA-N,26.18
CCCCCCCOC(=O)C1=CC(=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)N(=O)=O,FMENQQOHYSZWRC-UHFFFAOYSA-N,29.3
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])Cl)C([H])([H])Cl,FMGGHNGKHRCJLL-UHFFFAOYSA-N,21.26
CC1=CC2=C(O1)C(C)=C1OC(=O)C=C(C)C1=C2,FMHHVULEAZTJMA-UHFFFAOYSA-N,27.5868
CCCCC1=CC=C(C=C1)N=CC1=CC=C(OCC)S1,FMMRSSSTNQSHIL-UHFFFAOYSA-N,27.3
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,14.338
CCCCCCOC(=O)C1=CC2=C(OC1=O)C=C(OC(=O)C1=CC=C(OCCCC=C)C=C1)C=C2,FMQFOOIABPEGGF-UHFFFAOYSA-N,49.24180000000001
CCCCCCCCCOC1=CC=C(C=C1F)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=CC(OC(=O)C2=CC=C(OC(=O)C3=CC(F)=C(OCCCCCCCCC)C=C3)C=C2)=C1,FMSXAKNCSFJTMX-UHFFFAOYSA-N,47.6
COC1=CC=C(C=C1)C(O)([C@@H](N)C1=CC=CC=C1)C1=CC=C(OC)C=C1,FMXHUQVRXDIDLF-NRFANRHFSA-N,11.0839
CCCCCCCCCCCCCCCCCCCCC,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,46.874
C1COCCOC2=C(OCCOCCO1)C=CC=C2,FNEPSTUXZLEUCK-UHFFFAOYSA-N,28.24
COC(=O)C1=C(C=CC=C1)C(O)=O,FNJSWIPFHMKRAT-UHFFFAOYSA-N,21.63
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCC,FNMPODAQERUMDD-UHFFFAOYSA-N,82.5
[H]c1c([H])c(F)c(c(Cl)c1[H])C([H])([H])[H],FNPVYRJTBXHIPB-UHFFFAOYSA-N,12.6
CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,FNPXMHRZILFCKX-UHFFFAOYSA-N,36.35
OC[C@@H](O)COC1=CC=CC=C1,FNQIYTUXOKTMDM-MRVPVSSYSA-N,31.8
OCC(O)COC1=CC=CC=C1,FNQIYTUXOKTMDM-UHFFFAOYSA-N,27.165
CCCCCCCCC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC(=CC=C3)C(=O)OC3=CC=C(C=C3)C3=CC=C(OCCCCCCCCCC=C)C=C3)C(OC)=C2)C=C1,FNRSBCIVBWTUFM-UHFFFAOYSA-N,26.5839
[H]Oc1c([H])c([H])c2C(=O)C([H])([H])C([H])([H])C([H])([H])c2c1[H],FNSQPQKPPGALFA-UHFFFAOYSA-N,18.98
CC1=CC=C(O)C=C1O,FNYDIAAMUCQQDE-UHFFFAOYSA-N,19.61
C1=CC2=C(C=CN2)C(=C1)OCC(CO)O,FNZTVUHCYCHOFH-UHFFFAOYSA-N,20.8
CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,FOANIXZHAMJWOI-UHFFFAOYSA-N,24.55
[H]OC(=O)C([H])([H])Cl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,14.325
CCCCCCCOC1=CC2=C(C=C1OCCC)C1=C(C=C(OCCC)C(OCCCCCCC)=C1)C1=C2C=C(OCCC)C(OCCCCCCC)=C1,FOHBXLPQXIWSGH-UHFFFAOYSA-N,45.17
C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl,FOIBFBMSLDGNHL-UHFFFAOYSA-N,40.3
C1CC2CC=CCC1C2=C3C4CCC3CC=CC4,FOMRYPXETLEVJS-UHFFFAOYSA-N,27.96
