SMILES,INCHIKEY,dHm
[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],UWOOQFOHVDZTOD-UHFFFAOYSA-N,38.9
CCNC1=CC=CC=C1C1=NOC(=N1)C1=CC=CC=C1,UWTBKIUPODGKGL-UHFFFAOYSA-N,27.32
CCOC(=O)C(C#N)=CC1=CC=C(C=C1)N(C)C,UWWFWHASAAPOLK-UHFFFAOYSA-N,28.79
CCC(C)CC1=CC=C(C=C1)N=CC1=CC=C(OCCCOC2=CC=C(C=C2)C2=CC=C(C=C2)C#N)C=C1,UXFIWFFTONEJDI-UHFFFAOYSA-N,25.0
[H]OC([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])O[H],UXFQFBNBSPQBJW-UHFFFAOYSA-N,3.012
CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=C(F)C(OCCCCCC)=CC=C3)C=C2)C=C1,UXHWWUSVHDTCHK-UHFFFAOYSA-N,46.3
C1CCC2=C(C1)C=CC3=CC=CC=C23,UXNCDAQNSQBHEN-UHFFFAOYSA-N,11.17
CCCCCCCCCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCCCCCCCC,UXPYIAWFQKSHNV-UHFFFAOYSA-N,162.4
CC(=O)O.CC(=O)O.C1=CC=C(C=C1)C(C2=CC=CC=C2)(O)O,UXRURKMQMSSEMS-UHFFFAOYSA-N,27.32
CC1=C(NC(=O)COC2=CC=C(C=C2)N=NC2=CC=C(Cl)C=C2)C=CC=C1,UXVCXHJLWLRFJS-UHFFFAOYSA-N,42.2
O=C(OC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=CS2)C=C1)C1=CC=CS1,UXZOFRGUHWENFL-UHFFFAOYSA-N,36.6
[H]OC(=O)c1c([H])c(O[H])c([H])c(O[H])c1[H],UYEMGAFJOZZIFP-UHFFFAOYSA-N,38.85
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,UYIFTLBWAOGQBI-UHFFFAOYSA-N,41.75
CCCCCCCCCCOC1=C(OCCCCCCCCCC)C=C(CN2CCN(CC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)CC2)C=C1,UYMJEFCENOGGFG-UHFFFAOYSA-N,102.16
BrCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,UYPSFJCIOMUUCI-UHFFFAOYSA-N,73.7
COC1=CC=C(C=C1)P(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,UYUUAUOYLFIRJG-UHFFFAOYSA-N,25.67
CCCCCCCCCCOC1=CC=C(C=C1F)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=CC(OC(=O)C2=CC=C(OC(=O)C3=CC(F)=C(OCCCCCCCCCC)C=C3)C=C2)=C1,UZENDDCROSIZDP-UHFFFAOYSA-N,85.7
CC12CC3CC(C1)CC(C3)C2,UZUCFTVAWGRMTQ-UHFFFAOYSA-N,3.71
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,22.818
[H]C1=C(C(=O)N(C(=O)N1C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],UZYUKPJXAMAIRU-UHFFFAOYSA-N,21.6
O=P(NCCNP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,VAEJJWFNYGDFDQ-UHFFFAOYSA-N,44.2269
C1=CC(=CC=C1C2=C(C=CC(=C2)Cl)Cl)Cl,VAHKBZSAUKPEOV-UHFFFAOYSA-N,19.8
ClC1=CC=CC(NS(=O)(=O)C2=CC=CC=C2)=C1Cl,VAIYLVSTCHKPAY-UHFFFAOYSA-N,27.2
[H]N([H])c1c([H])c([H])c([H])c([H])c1C(=O)OC([H])([H])[H],VAMXMNNIEUEQDV-UHFFFAOYSA-N,17.9
C1=CC=C(C=C1)C(=O)C2=CC=C(C3=CC=CC=C32)O,VANIRKXGZSRTMW-UHFFFAOYSA-N,28.64
[H]OC([H])([H])C([H])([H])n1c(c([H])nc1C([H])([H])[H])[N+]([O-])=O,VAOCPAMSLUNLGC-UHFFFAOYSA-N,34.4
[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])C1([H])[H],VARKIGWTYBUWNT-UHFFFAOYSA-N,25.9
CCCCCCCCCCCC(=O)CCCCCCCCCCC,VARQGBHBYZTYLJ-UHFFFAOYSA-N,78.03
O=C(OC1=CC=C(C=C1)C1=CC=C(OC(=O)C=CC2=CC=CO2)C=C1)C=CC1=CC=CO1,VBAMHSWUVOCMPE-UHFFFAOYSA-N,41.8
[H]c1c(nnn1C([H])([H])C([H])([H])[H])[N+]([O-])=O,VBFITRYPXPRYRG-UHFFFAOYSA-N,16.4
CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,VBGLYOIFKLUMQG-UHFFFAOYSA-N,17.0
CC(=O)NC1=NC2=C(N=CN2COCCOC(C)=O)C(=O)N1,VBHLKZHSCMQLTI-UHFFFAOYSA-N,47.37
CNC1=NC(=O)N(C)C=C1,VBPAOWSIZPGRAK-UHFFFAOYSA-N,23.2
[H]C1([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H],VBWIZSYFQSOUFQ-UHFFFAOYSA-N,3.64
CCN1C2=CC=C(C=NC3=CC4=C(C=C3)N(CC)C3=CC=CC=C43)C=C2C2=C1C=CC=C2,VBYSGDQALZKVIN-UHFFFAOYSA-N,22.6506
OCC(O)COC1=CC=C(C=C1)C1=C(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C(OCC(O)CO)C=C1,VCAMDFSZFBCDBY-UHFFFAOYSA-N,14.0
[H]C([H])=C(C(=O)N([H])c1c([H])c([H])c(Cl)c(Cl)c1[H])C([H])([H])[H],VCBRBUKGTWLJOB-UHFFFAOYSA-N,32.04
OC1=CC=C(C=C1)C1=CC=C(O)C=C1,VCCBEIPGXKNHFW-UHFFFAOYSA-N,43.04999999999999
FN1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,VCEAGMYKGZNUFL-UHFFFAOYSA-N,2.82
CC1=CC=C(C=C1)C(=O)N[C@@H](C1=CC=CC=C1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,VCEMBRRBXJRWKD-SANMLTNESA-N,40.9099
CC1(OC(C(O1)CP(C2=CC=CC=C2)C3=CC=CC=C3)CP(C4=CC=CC=C4)C5=CC=CC=C5)C,VCHDBLPQYJAQSQ-UHFFFAOYSA-N,38.61
CN1C(=O)C(=O)C2=CC=CC=C12,VCYBVWFTGAZHGH-UHFFFAOYSA-N,19.5
[H]c1c([H])c(c([H])c([H])c1C#N)C([H])([H])[H],VCZNNAKNUVJVGX-UHFFFAOYSA-N,16.1
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H],VDBXLXRWMYNMHL-UHFFFAOYSA-N,68.7
OC(=O)C1=CC2=C(OCO2)C=C1,VDVJGIYXDVPQLP-UHFFFAOYSA-N,30.5
[H]C([H])(Br)C([H])([H])C([H])([H])Br,VEFLKXRACNJHOV-UHFFFAOYSA-N,14.64
C1CCC2CCC(C1)C2=C3C4CCCCC3CC4,VEJLQLPXFVKNAS-UHFFFAOYSA-N,9.32
CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,VEORPZCZECFIRK-UHFFFAOYSA-N,32.13
CC1(C2C3=CC=CC=C3C3=C2C=CC=C3)C(=O)CCCC1=O,VEPOPBVUAXYKTR-UHFFFAOYSA-N,35.7
O=C1CC2CCC1CC2,VEPYQCZRVLNDBC-UHFFFAOYSA-N,6.44767
CN1N(C(=O)C=C1C)C1=CC=CC=C1,VEQOALNAAJBPNY-UHFFFAOYSA-N,28.0793
CCCCCCCCOC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)OC[C@@H](C)CC,VEQTWXOBBGJYIN-QHCPKHFHSA-N,15.8
[H]ON=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],VEZUQRBDRNJBJY-UHFFFAOYSA-N,12.617
[H]C1([H])OC(=O)C1([H])[H],VEZXCJBBBCKRPI-UHFFFAOYSA-N,9.41
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-UHFFFAOYSA-N,46.0
[H]N(C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],VFPIEHZHPRLCOB-UHFFFAOYSA-N,38.13
[H]ON=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1Cl,VFTUFVGOXLZZPW-UHFFFAOYSA-N,29.7
[H][C@]12CC3=CC=C(OC(=O)CCCCC)C4=C3[C@@]3(CCN1CC1CC1)[C@@H](O4)C(=O)CC[C@@]23O,VFWFLNSTRJREDW-IFKAHUTRSA-N,10.64
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC,VFWXXMBQXSOLQQ-UHFFFAOYSA-N,63.7
[H]C([H])([H])C12C(=O)OC(=O)C([H])(C([H])([H])C1([H])[H])C2(C([H])([H])[H])C([H])([H])[H],VFZDNKRDYPTSTP-UHFFFAOYSA-N,7.175
CCOC(=O)C(C)(C)C(C#N)(C(C)C)C1=CC(OC)=C(OC)C=C1,VGEGGYDICAJULB-UHFFFAOYSA-N,30.0
C1=CC=C2C(=C1)OC3=C(O2)C(=CC=C3)Cl,VGGGRWRBGXENKI-UHFFFAOYSA-N,23.2
[H]C([H])=C([H])[H],VGGSQFUCUMXWEO-UHFFFAOYSA-N,3.135
FC1=CC=C(C=C1)N1CCN(CCCN2C3=CC=CC4=CC=CC(=C34)S2(=O)=O)CC1,VGIGHGMPMUCLIQ-UHFFFAOYSA-N,29.424725
CC(=O)OC1=CC=CC2=CC=CC=C12,VGKONPUVOVVNSU-UHFFFAOYSA-N,20.21
CCC1=CC=C(O)C=C1O,VGMJYYDKPUPTID-UHFFFAOYSA-N,23.42
C1=CC=C(C=C1)C2=CC(=C(C=C2Cl)Cl)Cl,VGVIKVCCUATMNG-UHFFFAOYSA-N,22.8
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,VGZSUPCWNCWDAN-UHFFFAOYSA-N,41.1102
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,20.32
[H]N(C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],VHCVPWSUVMHJLL-UHFFFAOYSA-N,24.86
ClC(Cl)(Cl)C(Cl)(Cl)Cl,VHHHONWQHHHLTI-UHFFFAOYSA-N,9.75
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,31.54300000000001
C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=CC(=CC(=C23)[N+](=O)[O-])[N+](=O)[O-],VHQGURIJMFPBKS-UHFFFAOYSA-N,23.255
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],VHRGRCVQAFMJIZ-UHFFFAOYSA-N,29.82
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,VHUJBYYFFWDLNM-UHFFFAOYSA-N,101.3
CCCCCCOC1=CC=C(C=NC2=CC=C(C=C2)N=CC2=CC=C(OCCCCCC)C(OCCCCCC)=C2OCCCCCC)C(OCCCCCC)=C1OCCCCCC,VHUKSJXSXBETSC-UHFFFAOYSA-N,39.2
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,VHVPQPYKVGDNFY-ZPGVKDDISA-N,69.9
CCCCCCCCCCCCO[C@@H](C)C(=O)OC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC(C)=C(OCCCCCCCCCC)C(C)=C2)C=C1,VHWUFUVAXONXJP-LHEWISCISA-N,62.2067
[H]c1nc([H])c([H])c(c1[H])N(C([H])([H])[H])C([H])([H])[H],VHYFNPMBLIVWCW-UHFFFAOYSA-N,21.63
CCCCOC(=O)[C@@H](C)C1=CC2=CC=C(OC)C=C2C=C1,VIKFUEUFSFCFQU-ZDUSSCGKSA-N,35.1
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,VIKNJXKGJWUCNN-UHFFFAOYSA-N,39.6
[H]C([H])([H])SC(SC([H])([H])[H])(SC([H])([H])[H])SC([H])([H])[H],VIKWCIAIVDLETK-UHFFFAOYSA-N,3.725
[H]C1=C([H])C2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],VIQRCOQXIHFJND-UHFFFAOYSA-N,5.4
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,25.7488
CC(=O)C1=CC(C(C)=O)=C2C=CC3=CC=CC4=C3C2=C1C=C4,VJRSWURDRQCFFJ-UHFFFAOYSA-N,32.41
[H][C@]12OC(=O)[C@]3([H])[C@H]1C[C@@H]1[C@@]2([H])OC(=O)[C@]31[H],VJZJOLDRMXASMW-ZJWGJRCSSA-N,6.5314
CC(C(O)=O)C1=CC=CC2=CC=CC=C12,VKCNNDPZFOVURD-UHFFFAOYSA-N,30.5636
C[C@H](C(O)=O)C1=CC=CC2=CC=CC=C12,VKCNNDPZFOVURD-VIFPVBQESA-N,14.2351
CCCCOC1=CC=C(C=C1)C#CC1=CC(C#CC2=CC=C(OCCCC)C=C2)=C(C=C1I)C#CC1=CC=C(OCCCC)C=C1,VKCWPSZYKOGXQZ-UHFFFAOYSA-N,38.28
COC1=CC=C(C=C1)N=NC1=CC=C(C=C1)C(Cl)=O,VKESBJYMYJTASM-UHFFFAOYSA-N,32.3
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,VKHAHZOOUSRJNA-UHFFFAOYSA-N,31.7
[H]N([H])C1([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C1([H])[H],VKIRRGRTJUUZHS-UHFFFAOYSA-N,27.0
CCCCCCCCCCCCCCCCCCCC(=O)O,VKOBVWXKNCXXDE-UHFFFAOYSA-N,70.933
[H]OC1([H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C1([H])[H],VKONPUDBRVKQLM-UHFFFAOYSA-N,1.9
C(CCCC1=CC=C(S1)C=NC1=CC=CC=C1)CCCC1=CC=C(S1)C=NC1=CC=CC=C1,VKONZGDICBVRSG-UHFFFAOYSA-N,36.0
[H]N([H])C(=O)c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],VKPLPDIMEREJJF-UHFFFAOYSA-N,28.6
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,VKQFCGNPDRICFG-UHFFFAOYSA-N,29.35
C1=CC=C(C=C1)C2=CC=CC=C2CO,VKTQADPEPIVMHK-UHFFFAOYSA-N,19.1
CC(C)(C)C1=CC=C(C=C1)C(C)(C)C(C)(C)C2=CC=C(C=C2)C(C)(C)C,VKUOFKIWVLOZFE-UHFFFAOYSA-N,43.93
CCCCCOC(=O)C1=CC=C(C=C1)N,VKYWCHMXHQTCJQ-UHFFFAOYSA-N,23.95
CCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C1=CC=C(OCCCCCCOCC(C)(CO)CO)C=C1,VLBGVRGWWNANKO-UHFFFAOYSA-N,53.7922
[H]N(C(=S)N([H])C([H])([H])[H])C([H])([H])[H],VLCDUOXHFNUCKK-UHFFFAOYSA-N,12.603
CN1CN(CN2CN(C)C(=O)N(C)C2)CN(C)C1=O,VLJFBQORFVZBSR-UHFFFAOYSA-N,30.4
[H]c1nc(Cl)c([H])c([H])c1C(Cl)(Cl)Cl,VLJIVLGVKMTBOD-UHFFFAOYSA-N,14.5
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],VLKZOEOYAKHREP-UHFFFAOYSA-N,12.812
OC12CC3CC(CC(C3)C1)C2,VLLNJDMHDJRNFK-UHFFFAOYSA-N,12.36
COC1=CC(=CC(OC)=C1)C=CC(O)=O,VLSRUFWCGBMYDJ-UHFFFAOYSA-N,34.86
[H]N([H])c1c([H])c([H])c(I)c([H])c1[H],VLVCDUSVTXIWGW-UHFFFAOYSA-N,16.02
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,VMKOFRJSULQZRM-UHFFFAOYSA-N,24.69
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,VMPHSYLJUKZBJJ-UHFFFAOYSA-N,118.053
BrC1=CC2=C(C=C1)N(CC1=CC=CC(CN3C4=C(C=C(Br)C=C4)C4=C3C=CC(Br)=C4)=C1)C1=C2C=C(Br)C=C1,VMWAWQQFUXKVBW-UHFFFAOYSA-N,41.4
CC(C)(SC1=CC=CC=C1)SC2=CC=CC=C2,VMXYIOCIINRYCX-UHFFFAOYSA-N,24.4
[H]N([H])C(=O)c1c([H])c([H])c(F)c([H])c1[H],VNDHYTGVCGVETQ-UHFFFAOYSA-N,24.9
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,35.155
COC(=O)C1=CC(=CC=C1)C(=O)OC,VNGOYPQMJFJDLV-UHFFFAOYSA-N,30.15
OC(=O)CC1NC(=O)C(CC2=CC=CC=C2)NC1=O,VNHJXYUDIBQDDX-UHFFFAOYSA-N,50.6162
[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],VNKYTQGIUYNRMY-UHFFFAOYSA-N,7.67
[H]C([H])([H])C12C(=O)C(=O)C([H])(C([H])([H])C1([H])[H])C2(C([H])([H])[H])C([H])([H])[H],VNQXSTWCDUXYEZ-UHFFFAOYSA-N,6.07
CCCCCCOC1=CC=C(C=C1)C1=CC=C(CCCCCCC2=CC=C(C=C2)C2=CC(OCCCCCC)=C(OCCCCCC)C=C2)C=C1,VNVIUOBPGZYRJM-UHFFFAOYSA-N,13.75
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)C1=CC=C(C=C1)N(CCO)CCO,VNWALHYRRJUAKT-UHFFFAOYSA-N,74.1063
[H]C([H])([H])[H],VNWKTOKETHGBQD-UHFFFAOYSA-N,0.955
CCCCCCCCCOC1=CC=C(C=CC2=CC=C(C=C2)C(=O)OC2=CC(C)=CC(OC(=O)C3=CC=C(C=CC4=CC(Cl)=C(OCCCCCCCCC)C=C4)C=C3)=C2)C=C1Cl,VODOBKJTYHUFLE-UHFFFAOYSA-N,67.373
COC(=O)C1=CC=CC2=C(C=C(C=C21)C(=O)OC)C(=O)OC,VOEJQMXLFMQHSU-UHFFFAOYSA-N,25.9
OC(=O)C1=CC=CC(Br)=C1,VOIZNVUXCQLQHS-UHFFFAOYSA-N,24.91
[H]C(F)(F)Cl,VOPWNXZWBYDODV-UHFFFAOYSA-N,4.12
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,VOVIALXJUBGFJZ-UHFFFAOYSA-N,34.7
O=C(OC1CCCCC1)C1=CC=CC=C1C(=O)OC1CCCCC1,VOWAEIGWURALJQ-UHFFFAOYSA-N,32.3
CC(C1=CC=CC=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,VOWWYDCFAISREI-UHFFFAOYSA-N,42.5
[H]N([H])c1c([H])c(c([H])c([H])c1C([H])([H])[H])C([H])([H])[H],VOWZNBNDMFLQGM-UHFFFAOYSA-N,13.7
CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,VPGRYOFKCNULNK-UHFFFAOYSA-N,29.66
[H]SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],VPIAKHNXCOTPAY-UHFFFAOYSA-N,25.4
CCCCC1=NC2=C(N1)C(=O)N(C(=O)N2C)C,VPISOLDSBFMXDM-UHFFFAOYSA-N,32.3
[H]Oc1c([H])c(Cl)c([H])c(Cl)c1[H],VPOMSPZBQMDLTM-UHFFFAOYSA-N,20.51
C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7,VPUGDVKSAQVFFS-UHFFFAOYSA-N,20.2
[H]C1([H])OC([H])([H])C([H])([H])OC1=O,VPVXHAANQNHFSF-UHFFFAOYSA-N,16.14
OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,41.4
CCCC1=CC=C(C=C1)C#CC2=CC=C(C=C2)F,VQFRZGGKKHHZML-UHFFFAOYSA-N,24.1
[H]C1([H])C2([H])C([H])([H])C3([H])C([H])([H])C1([H])C([H])([H])C(Br)(C2([H])[H])C3([H])[H],VQHPRVYDKRESCL-UHFFFAOYSA-N,3.9
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,VQHSOMBJVWLPSR-UHFFFAOYSA-N,55.07
[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]([H])(O)CO,VQHSOMBJVWLPSR-WUJBLJFYSA-N,50.615
[H]c1oc(c([H])c1[H])C([H])([H])[H],VQKFNUFAXTZWDK-UHFFFAOYSA-N,8.55
CCCCCCCCCCOC1=CC=C(C=C1)C1=CC(C(=O)OCC2COCCOCCOCCOCCO2)=C(C=C1)C1=CC=C(OCCCCCCCCCC)C=C1,VQOMTGLSSSFUQD-UHFFFAOYSA-N,42.1
[H]C([H])=C(C([H])([H])[H])C([H])([H])[H],VQTUBCCKSQIDNK-UHFFFAOYSA-N,5.92
O=C(OC1=CC=C(OC(=O)C=CC2=CC=CO2)C=C1)C=CC1=CC=CO1,VQXRHHRGGKOEKZ-UHFFFAOYSA-N,38.5
CCCCC[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C(=O)OC1=C(C#N)C(C#N)=C(OC)C=C1,VQXYBOMBJRPDEW-MXVIHJGJSA-N,35.5878
[H]N([H])C(=S)c1c([H])c([H])nc(c1[H])C([H])([H])C([H])([H])C([H])([H])[H],VRDIULHPQTYCLN-UHFFFAOYSA-N,23.21
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,31.34
[H]c1nnn(n1)C([H])([H])[H],VRESBNUEIKZECD-UHFFFAOYSA-N,12.37
[H]N1C([H])=C([H])C([H])=C([H])C1=C([H])N=O,VRGKDCRTYBCJTA-UHFFFAOYSA-N,19.98
NC1=CC=C(C=C1)C(=O)OC1=CC(OC(=O)C2=CC=C(N)C=C2)=CC=C1,VRJPMYDKXNTGFV-UHFFFAOYSA-N,39.0163
[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,VRMAPVGDXWOTMA-SONPPDERSA-N,14.6538
CCCCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)O[C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2,VSJRLZQVJZCDGI-PIUGRJQTSA-N,45.4128
[H]Oc1c([H])c([H])c(I)c([H])c1[H],VSMDINRNYYEDRN-UHFFFAOYSA-N,20.8
C1CCCC(=O)CCCCCCCC(=O)CCC1,VSQURHGSZWBWFZ-UHFFFAOYSA-N,8.03
CCCCCCCCCCCCCCCCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCCCCCCCCCCCCCCCC,VSSBWJOYPQVXKX-UHFFFAOYSA-N,138.959
CC1=CC(=O)C=C(C)O1,VSYFZULSKMFUJJ-UHFFFAOYSA-N,29.106
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],VTBOTOBFGSVRMA-UHFFFAOYSA-N,12.595
[H]Oc1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],VTCDZPUMZAZMSB-UHFFFAOYSA-N,31.94
CCCCCCCCCCOC1=CC=C(C=CC2=CC=C(C=C2)C(=O)OC2=CC(C)=CC(OC(=O)C3=CC=C(C=CC4=CC(Cl)=C(OCCCCCCCCCC)C=C4)C=C3)=C2)C=C1Cl,VTICKFLZESEQMC-UHFFFAOYSA-N,36.4466
[H]C([H])([H])C([H])([H])C([H])(Br)C([H])([H])C([H])([H])[H],VTOQFOCYBTVOJZ-UHFFFAOYSA-N,8.4
CCCCCCCCCCCCC(=O)CCCCCCCCCCCC,VTPOKROHHTWTML-UHFFFAOYSA-N,96.17
CCCCCCCCCCCCOC1=CC=C(C=C1N(=O)=O)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OC)C(=C1)N(=O)=O,VTUVKISXBCJBTQ-UHFFFAOYSA-N,45.459300000000006
COC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)N=CC1=C(Cl)C=CC=C1,VTXQRZKUPNGGTM-UHFFFAOYSA-N,31.0
[H]SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],VTXVGVNLYGSIAR-UHFFFAOYSA-N,33.3
CCCCCCCCCCCCCCCCOC1=C(C=C(C=C1)C(O)=O)N(=O)=O,VTYSGXIUDAUYHS-UHFFFAOYSA-N,57.7
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)N(C)C1=CC=C(C=C1)N(CCO)CCO)[C@H](C)CCCC(C)C,VTZBSTSGWCZUOY-NRMRKJSXSA-N,13.3977
CC(=O)C1=C(C=CC2=CC=CC=C21)O,VUIOUIWZVKVFCI-UHFFFAOYSA-N,21.34
CCCCCCCCOC1=CC=C(C=C1)C#CC1=CC(C#CC2=CC=C(OCCCCCCCC)C=C2)=C(C=C1C#CC1=CC=C(OCCCCCCCC)C=C1)C#CC1=CC=C(OCCCCCCCC)C=C1,VUIWNBVVCDEGPR-UHFFFAOYSA-N,66.06
CCOC(=O)C1=CC(OC(=O)C2=CC=C(OCC3CO3)C=C2)=CC=C1OC(=O)C1=CC=C(OCC2CO2)C=C1,VUPZOSYVWZWOKK-UHFFFAOYSA-N,33.81
ClC1=CC2=C(C=C1)N=C(C=O)N=C2C1=C(Cl)C=CC=C1,VUUITUUENPOMIU-UHFFFAOYSA-N,32.1
CCCCOC(=O)CCS(=O)(=O)CCC(=O)OCCCC,VUUQFLLRJFDANW-UHFFFAOYSA-N,31.4
CCCCCCCCCCCCCCCCCCCC(=O)C,VUVUIDMZOWHIIJ-UHFFFAOYSA-N,77.65
